,Qidx,SOIidx,rtmed,start,end,mass,MaxInt,formula,anot,AAA9485207,AAA9485216,AAA9485239,AAA9485258,AAA9485261,AAA9485274,AAA9485282,AAA9485295,AAA9485915,AAA9485917,AAA9485919,AAA9485921,AAA9485950,AAA9485953,AAA9485954,AAA9485967,AAA9485968,AAA9485969,AAA9485972,AAA9485973,AAA9485977,AAA9485981,AAA9485983,AAA9485989,AAA9486247,AAA9486248,AAA9486256,AAA9486260,AAA9486273,AAA9486279,AAA9486282,AAA9486283,AAA9486294,AAA9486295,AAA9487423,AAA9487435,AAA9487460,AAA9487467,AAA9487477,AAA9487603,AAA9487607,AAA9487621,AAA9487624,AAA9487626,AAA9487642,AAA9487667,AAA9487683,AAA9487684,AAA9487690,AAA9487695,AAA9487713,AAA9487717,AAA9487719,AAA9487746,AAA9487751,AAA9487902,AAA9487951,AAA9487963,AAA9487964,AAA9487986,AAA9488111,AAA9488132,AAA9488146,AAA9488149,AAA9488163,AAA9488169,AAA9488179,AAA9488193,AAA9516105,AAA9516121,AAA9516126,AAA9516138,AAA9516143,AAA9516151,AAA9516174,AAA9516184,AAA9516187,AAA9517319,AAA9517325,AAA9517349,AAA9517367,AAA9517384,AAA9517396,AAA9517534,AAA9517553,AAA9517555,AAA9517556,AAA9517582,AAA9517589,AAA9517615,AAA9517622,AAA9517643,AAA9517645,AAA9517646,AAA9517661,AAA9517676,AAA9517677,AAA9517691,AAA9517694,AAA9517901,AAA9517902,AAA9517907,AAA9517921,AAA9517926,AAA9517934,AAA9517973,AAA9517977,AAA9517985,AAA9518304,AAA9518311,AAA9518330,AAA9518335,AAA9518343,AAA9518349,AAA9518353,AAA9518356,AAA9518358,AAA9518362,AAA9518363,AAA9518375,AAA9518380,AAA9518382,AAA9518611,AAA9518631,AAA9518639,AAA9518644,AAA9518668,AAA9518675,AAA9518681,AAA9518690,AAA9518691,AAA9518703,AAA9518710,AAA9518728,AAA9518751,AAA9518752,AAA9518758,AAA9518762,AAA9518767,AAA9518769,AAA9518775,AAA9518781,AAA9518787,AAA9518794,AAA9518907,AAA9518914,AAA9518916,AAA9518921,AAA9518943,AAA9518952,AAA9518955,AAA9518981,AAA9518988,AAA9518991,AAA9519101,AAA9519114,AAA9519118,AAA9519120,AAA9519125,AAA9519136,AAA9519150,AAA9519178,AAA9519311,AAA9519317,AAA9519337,AAA9519344,AAA9519358,AAA9519386,AAA9521917,AAA9521918,AAA9521921,AAA9521922,AAA9521923,AAA9521931,AAA9521934,AAA9521951,AAA9521956,AAA9521960,AAA9521965,AAA9521972,AAA9521977,AAA9521985,AAA9522108,AAA9522113,AAA9522125,AAA9522150,AAA9522156,AAA9522168,AAA9522173,AAA9522182,AAA9522188,AAA9522307,AAA9522309,AAA9522312,AAA9522324,AAA9522327,AAA9522349,AAA9522351,AAA9522361,AAA9522389,AAA9522508,AAA9522509,AAA9522517,AAA9522526,AAA9522537,AAA9522543,AAA9522546,AAA9522550,AAA9522553,AAA9522568,AAA9522590,AAA9522820,AAA9522830,AAA9522834,AAA9522850,AAA9522851,AAA9522861,AAA9522896,AAA9523122,AAA9523129,AAA9523152,AAA9523162,AAA9523164,AAA9523168,AAA9523182,AAA9523184,AAA9523185,AAA9523189,AAA9523191,AAA9523333,AAA9523370,AAA9523375,AAA9523377,AAA9523389,AAA9523504,AAA9523509,AAA9523580,AAA9523701,AAA9523703,AAA9523712,AAA9523724,AAA9523732,AAA9523741,AAA9523752,AAA9523756,AAA9523787,AAA9523794,AAA9523796,AAA9523914,AAA9523922,AAA9523940,AAA9523957,AAA9524119,AAA9524152,AAA9524154,AAA9524174,AAA9524182,AAA9524188,AAA9524194,AAA9524309,AAA9524339,AAA9524365,AAA9524380,AAA9524519,AAA9524537,AAA9524563,AAA9524578,AAA9524579,AAA9524583,AAA9524585,AAA9524588,AAA9524705,AAA9524706,AAA9524746,AAA9524751,AAA9524759,AAA9524762,AAA9524767,AAA9524768,AAA9524775,AAA9524785,AAA9524917,AAA9524931,AAA9524967,AAA9524991,AAA9524993,AAA9525105,AAA9525119,AAA9525120,AAA9525136,AAA9525305,AAA9525315,AAA9525325,AAA9525338,AAA9525373,AAA9525383,AAA9527202,AAA9527218,AAA9527230,AAA9527249,AAA9527250,AAA9527274,AAA9527283,AAA9527284,AAA9527307,AAA9527313,AAA9527321,AAA9527337,AAA9527345,AAA9527346,AAA9527358,AAA9527379,AAA9527396,AAA9527501,AAA9527535,AAA9527543,AAA9527556,AAA9527557,AAA9527575,AAA9527585,AAA9527594,AAA9527720,AAA9527724,AAA9527751,AAA9527760,AAA9527773,AAA9527788,AAA9527793,AAA9527910,AAA9527921,AAA9527937,AAA9527938,AAA9527941,AAA9527956,AAA9528203,AAA9528213,AAA9528219,AAA9528221,AAA9528227,AAA9528251,AAA9528268,AAA9528270,AAA9528272,AAA9528279,AAA9528285,AAA9528291,AAA9528313,AAA9528321,AAA9528328,AAA9528346,AAA9528357,AAA9528371,AAA9528389,AAA9528396,AAA9528503,AAA9528509,AAA9528548,AAA9528559,AAA9528568,AAA9528723,AAA9528728,AAA9528730,AAA9528741,AAA9528750,AAA9528753,AAA9528771,AAA9528917,AAA9528919,AAA9528972,AAA9528973,AAA9528989,AAA9546613,AAA9546627,AAA9546638,AAA9546652,AAA9546655,AAA9546656,AAA9546686,AAA9546709,AAA9546715,AAA9546737,AAA9546740,AAA9546761,AAA9546762,AAA9546770,AAA9546791,AAA9546793,AAA9546930,AAA9546931,AAA9546932,AAA9546943,AAA9546950,AAA9546955,AAA9546974,AAA9547107,AAA9547115,AAA9547118,AAA9547119,AAA9547122,AAA9547163,AAA9547182,AAA9547185,AAA9547187,AAA9547502,AAA9547540,AAA9547541,AAA9547555,AAA9547571,AAA9547589,AAA9547591,Bf_1,Bf_2,Bi_1,Bi_2,PD11054001S,PD12012101S,PD12050201S,PD12055101S,PD12071401S,PD12090501S,PD13021901S,PD13022201S,PD13028901S,PD13031201S,PD13032001S,PD13045701S,PD13056501S,PD13067901S,PD13068201S,PD13111801S,PD14066301S,PD15016201S,QC_00,QC_01,QC_02,QC_03,QC_04,QC_05,QC_06,QC_07,QC_08,QC_09,QC_10,QC_11,QC_12,QC_13,QC_14,QC_15,QC_16,QC_17,QC_18,QC_19,QC_20,QC_21,QC_22,QC_23,QC_24,QC_25,QC_26,QC_27,QC_28,QC_29,QC_30,QC_31,QC_32,QC_33,QC_34,QC_35,QC_36,QC_37,QC_38,QC_39,QC_40,QC_41,QC_42,QC_43,QC_44
0,3,6,143.225298912,116.95349982402,165.260224608,82.05255,134492.109375,[C4H6N2]+,C4H5N2_M+H,106222.96875,132690.734375,152236.84375,113827.7734375,115821.4453125,133055.90625,105666.0234375,102105.3359375,107831.671875,135464.4375,103022.8125,97362.765625,105029.9921875,117991.9375,122666.515625,125041.7421875,112226.6015625,116318.2734375,108317.453125,96680.078125,104043.8046875,105862.9921875,96485.71875,124971.5234375,143097.671875,117300.15625,93318.3046875,114257.421875,134618.59375,114074.8046875,125758.2421875,119488.0390625,127436.78125,129895.984375,128491.2890625,127838.1640625,102780.171875,116076.03125,127566.8046875,122656.7265625,127023.1953125,123708.7890625,129552.1015625,111612.546875,125358.203125,149510.609375,129521.6015625,146651.328125,123738.8671875,161375.6875,132070.5,121669.625,116406.5625,111811.1484375,127233.6875,135246.125,111493.8828125,111079.515625,93923.390625,132295.5,137180.328125,121266.53125,133697.484375,118825.71875,99442.6328125,124893.5546875,128806.7734375,150631.984375,130453.1796875,107067.5703125,106064.1171875,133579.578125,129232.6875,140785.875,53981.12890625,104256.859375,132097.5625,129924.1015625,131817.3125,102402.109375,107332.859375,143371.328125,141654.265625,112661.25,133411.46875,128679.015625,125681.7109375,109358.375,132228.703125,111505.59375,141104.203125,104962.7734375,103495.7734375,129501.9296875,112732.515625,131139.6875,140831.65625,129329.0,119153.6015625,119735.3125,170689.984375,126731.5546875,118922.5078125,117285.375,139996.234375,116625.3515625,105772.6953125,152492.265625,100573.5703125,122948.390625,159239.0,161675.9375,153799.5,118681.46875,113276.703125,202322.6875,142275.703125,117021.9296875,110582.9375,130459.1015625,185223.1875,144878.125,134750.734375,133487.09375,146080.671875,131074.15625,137191.59375,103268.4921875,112800.4296875,142295.015625,122402.078125,98365.2734375,115776.390625,116820.71875,115394.71875,135720.203125,140254.296875,104283.6796875,117508.9765625,105220.1171875,128305.0859375,124158.9375,140302.46875,118874.15625,136303.796875,115404.8828125,94170.0,112556.1171875,121359.375,116881.296875,126749.609375,117360.734375,116590.4921875,120205.09375,134512.15625,129106.8828125,142728.359375,122808.375,136486.9375,122782.3046875,129759.1015625,107759.59375,125503.75,124568.6796875,137248.625,149046.859375,145778.453125,112247.40625,102551.546875,125734.984375,110023.515625,102350.4140625,116852.2734375,93047.234375,104286.703125,123582.1875,125837.984375,151706.0,117824.34375,155694.453125,115551.8046875,139247.046875,115059.0546875,145715.265625,114253.1953125,124596.7578125,143210.125,110721.2890625,107572.09375,138405.828125,105942.8515625,96975.3515625,110529.71875,130407.8984375,113960.0390625,108538.8359375,122632.71875,112068.8046875,124287.0078125,132659.140625,116732.59375,118771.4609375,108243.546875,121440.0,119278.828125,125832.5859375,115732.7734375,92308.8125,147046.703125,98374.984375,104246.1484375,112764.2890625,119458.4765625,136191.671875,114838.0078125,110673.1796875,128693.734375,131222.75,114387.65625,139292.703125,106055.109375,127803.5859375,99226.375,134724.390625,110662.5625,99679.2109375,114920.4140625,144628.921875,123093.9921875,122887.5078125,101187.6484375,132991.390625,101681.6015625,115224.859375,106091.0859375,125718.234375,119294.21875,133682.859375,121807.5859375,125101.53125,109298.0234375,111040.1015625,107542.6328125,114922.84375,152111.296875,112538.2734375,131654.65625,144181.75,120894.0859375,112196.796875,127426.359375,117288.015625,175674.1875,122981.390625,112458.4921875,136227.90625,140505.90625,120795.3125,113065.8828125,125970.296875,120261.8671875,113066.7734375,121238.1171875,125940.328125,120376.265625,120546.5234375,167424.484375,121689.0078125,133628.359375,135327.046875,118759.859375,132635.734375,120816.953125,124471.5625,110069.0078125,113304.6875,112307.1171875,122792.9453125,124076.4296875,129115.7421875,121679.1875,83371.625,125558.421875,128113.2890625,133596.3125,131980.03125,128240.046875,110024.4140625,121136.9765625,135649.171875,132208.734375,124500.3203125,112103.0234375,125812.1015625,137350.046875,96132.375,121593.2734375,143627.78125,120088.65625,116638.7421875,141251.015625,119923.0078125,126435.7109375,136004.109375,115433.7890625,131241.28125,105616.3984375,115807.1015625,134496.90625,160749.78125,96918.2265625,129265.3984375,133694.03125,102117.984375,156012.140625,87422.609375,129796.28125,139349.578125,119939.5625,132722.140625,128867.234375,113471.015625,114085.40625,114348.59375,110972.140625,128113.9921875,112850.203125,120888.71875,123149.1640625,137556.5625,134589.203125,123173.5390625,121432.1171875,118666.7265625,148760.8125,137323.796875,126564.09375,100508.515625,116430.7265625,120842.9453125,119423.40625,126524.9921875,140889.796875,121139.8984375,109876.265625,124987.578125,124022.8828125,105969.890625,129597.78125,150354.140625,117043.765625,104175.421875,107693.5390625,123496.453125,114077.25,134911.71875,116921.4375,102875.5,110266.6640625,113954.890625,132421.40625,149450.171875,157598.0625,114534.0859375,100066.1953125,124265.546875,127891.171875,127204.53125,122167.40625,101849.59375,124999.4921875,114473.0,125355.15625,119443.421875,115226.0546875,104147.40625,104743.015625,119520.9140625,108783.5546875,121000.390625,135739.015625,107694.5078125,103787.578125,120232.328125,124146.34375,115632.5625,104091.25,95253.8984375,92700.78125,126663.09375,142427.65625,100476.65625,109130.0078125,163356.640625,114409.1796875,100836.4765625,127200.0390625,102788.0546875,120526.546875,112740.828125,120202.0859375,126688.390625,131808.4375,117400.84375,112200.3359375,122331.9609375,106413.4296875,119488.625,124793.765625,119579.2890625,8152.75732421875,7281.22509765625,7182.1484375,6792.515625,104973.5390625,98822.8984375,126627.703125,121233.171875,119921.6015625,124217.0703125,128153.8828125,110055.8515625,123642.9296875,123319.375,103528.2109375,102466.03125,107099.5078125,127716.9375,114396.84375,102257.796875,127267.453125,100944.171875,139841.625,138101.125,136065.546875,138847.859375,127311.53125,137872.96875,131898.25,128669.0703125,133163.546875,110749.7890625,116226.5546875,117713.484375,114429.2578125,118470.0234375,140456.875,110217.625,108439.1953125,116243.703125,110100.9296875,114278.171875,113115.125,109244.3359375,140291.828125,114218.453125,108173.09375,106323.5703125,113706.8203125,116124.46875,105700.671875,103519.3671875,122688.6328125,127412.1328125,132506.578125,136312.15625,131491.734375,117823.6015625,122279.5,120513.5078125,119803.421875,114791.90625,124753.7890625,128157.015625,115411.75,133331.28125,124152.578125
1,4,7,330.74740477599,313.12521324798,373.97604646398,82.06513,67051.6171875,[C5H8N]+,C5H7N_M+H,40187.37109375,82426.359375,74535.3359375,51309.21484375,60884.3359375,57254.296875,48012.23828125,42922.0859375,51444.48046875,70021.8203125,58610.56640625,62823.80859375,51624.4921875,64254.71875,63368.43359375,67712.5,44866.265625,50740.8671875,57636.42578125,63227.7109375,45127.53515625,44850.2890625,53464.53515625,61342.390625,58460.93359375,43638.3125,43973.828125,67674.2421875,45021.78125,60446.359375,61287.83984375,53635.80078125,68816.3203125,52039.1015625,48774.10546875,60171.046875,52851.453125,60655.2109375,62596.48046875,60916.87890625,52020.0859375,53124.7265625,73290.1953125,54412.84765625,62433.9375,72324.7734375,49558.84375,87089.34375,43499.5703125,59827.3359375,65108.75390625,50420.890625,79720.6953125,49429.4765625,51402.3359375,68829.6953125,56608.28515625,51931.03515625,35140.15234375,57576.09375,55612.58984375,46708.44921875,66091.609375,70011.1484375,53038.6484375,75630.171875,51012.69140625,64492.3359375,54053.01171875,63093.375,53004.546875,67269.984375,55044.578125,48904.23046875,47556.80078125,53826.37109375,53090.91796875,100012.421875,69331.6640625,75181.2421875,72781.15625,68946.8046875,80288.90625,55730.46484375,64169.7421875,64525.4296875,67321.6640625,58206.4296875,63757.32421875,47210.8125,50672.91796875,63546.62890625,45427.9921875,55378.890625,60728.74609375,59668.98046875,50908.08984375,52143.48046875,57184.47265625,58638.88671875,63417.15625,56376.4921875,57803.9609375,73396.3046875,64865.59375,58424.0625,60079.41796875,68269.84375,68655.9375,55020.26953125,68084.796875,60673.296875,67906.4765625,71723.2421875,60834.3828125,77830.1015625,61745.796875,52243.56640625,76708.2421875,50411.53125,59330.8984375,55512.25,48684.0625,61250.0078125,45086.69140625,69793.171875,54094.20703125,61457.37109375,60971.71875,74120.2265625,58105.43359375,46727.8046875,60770.69140625,51697.34765625,45562.0390625,71617.359375,53784.41796875,45663.5078125,86221.375,61612.67578125,64475.42578125,62386.59375,49815.32421875,57220.94921875,55179.2265625,54854.4296875,46000.44921875,59587.55078125,50037.265625,53408.140625,65645.515625,48978.7109375,57230.24609375,54142.5546875,59480.828125,52931.32421875,61456.51171875,46322.53125,63962.08203125,45642.55078125,59674.625,56296.37890625,49705.53125,66966.140625,54585.93359375,46987.0,53415.796875,54498.64453125,46080.03515625,50859.5078125,63471.7890625,66137.8359375,63666.6640625,65016.015625,68643.703125,48366.00390625,47877.6953125,57259.703125,54998.80078125,69025.421875,80042.3203125,61389.2734375,83055.296875,81071.2265625,87165.4453125,55976.43359375,69545.9765625,57909.51953125,55330.890625,58842.89453125,44501.27734375,51445.4765625,56183.24609375,55692.01171875,54615.453125,62167.8984375,63889.15234375,69816.0234375,64741.5859375,57074.51171875,52640.96484375,55367.94140625,41730.10546875,70020.234375,63898.19921875,67965.7421875,48768.51953125,53207.2421875,62466.7734375,53444.39453125,67343.140625,56619.515625,63316.78515625,54015.99609375,46403.36328125,67073.2578125,58892.4765625,65209.79296875,58270.7109375,64287.49609375,51913.21875,52565.09765625,75718.6796875,51788.55078125,38602.1328125,59230.13671875,65487.2734375,63130.8984375,51785.5234375,57300.83203125,54908.22265625,82988.2734375,49401.90234375,49915.31640625,52694.203125,48453.765625,59318.3828125,70512.3828125,58673.3515625,57213.00390625,63002.03125,62616.41015625,56947.84765625,75223.2578125,77424.828125,82572.8671875,59257.8203125,70652.46875,70601.421875,60899.8125,57825.30859375,66707.8671875,62877.16015625,60095.6640625,66163.1875,64655.63671875,57168.7265625,40917.52734375,59994.828125,77092.046875,64336.07421875,47850.19921875,56189.6875,60611.76953125,60199.39453125,68085.3359375,52682.46484375,68160.0234375,94919.5859375,60157.6015625,76789.328125,48944.078125,63798.2578125,61106.578125,39288.3203125,66048.2890625,72532.2578125,62492.640625,60226.40625,49718.7578125,39079.5078125,55277.99609375,57228.64453125,56445.734375,51771.82421875,47328.2421875,60493.1015625,58584.4609375,51649.30859375,60043.0078125,50842.22265625,81363.796875,61654.82421875,48947.9140625,48793.76171875,60262.5390625,45109.59375,85240.1953125,52419.1171875,62762.81640625,54784.79296875,41893.1953125,70058.3671875,56712.99609375,48827.99609375,61645.921875,45457.27734375,57017.4609375,60570.72265625,82528.328125,60817.6953125,50178.1953125,67148.0078125,68894.3984375,63740.97265625,49944.453125,56624.05859375,74864.2265625,50340.90625,70066.921875,55180.30078125,36199.11328125,62540.59375,58048.8359375,62488.2890625,53844.28125,63688.16015625,60712.37109375,64797.66015625,63433.0546875,63883.18359375,65144.83984375,62591.40234375,60128.91015625,48853.8828125,62042.06640625,46767.359375,44231.4765625,52089.65625,55638.0,44841.2578125,81427.8828125,72580.0078125,60760.640625,55480.86328125,63203.1796875,57962.953125,70184.5234375,58053.96484375,59279.66796875,39005.21484375,64614.83203125,53814.984375,57363.98046875,61016.140625,64352.77734375,68611.1953125,50520.5625,47941.109375,53399.609375,61273.515625,64291.3671875,68930.0234375,61630.32421875,62355.609375,46019.484375,58354.015625,60761.51171875,48342.89453125,56308.1015625,67859.1640625,73812.6796875,59178.265625,62866.078125,68505.21875,63243.40625,59875.50390625,56325.265625,63594.5234375,90928.8984375,40955.796875,63374.7734375,51820.765625,47989.95703125,52431.15625,94515.140625,38297.9609375,48761.55078125,56375.16015625,48964.5703125,70451.0546875,87341.3515625,62985.578125,104580.8359375,74117.1015625,67307.53125,56028.1875,71893.3125,49423.8203125,84867.3359375,51670.0390625,57632.44140625,52738.23828125,59379.91796875,49896.4375,48895.80078125,64284.33984375,69137.8828125,57367.7109375,65844.90625,4913.1748046875,4374.6572265625,3657.57250976562,3441.1171875,47049.89453125,54285.671875,38388.8203125,61748.1640625,57375.2734375,61960.33984375,58858.43359375,57218.890625,59642.93359375,53109.48046875,54149.68359375,46581.578125,50012.375,49859.60546875,59070.125,55413.91796875,68133.4609375,61005.52734375,55200.27734375,59555.59765625,68660.4296875,57760.7890625,66017.6953125,53583.12109375,62311.51171875,55082.140625,55248.359375,67051.6171875,61179.84765625,59596.078125,57201.9375,55730.83984375,57836.92578125,66586.0546875,65233.015625,54600.76171875,62548.2734375,53094.06640625,54489.015625,53470.18359375,54139.38671875,57941.5234375,53889.51953125,52668.65234375,56490.484375,54662.72265625,50739.01171875,57785.890625,64548.109375,63217.52734375,62351.46484375,58290.72265625,60258.265625,58493.37890625,55851.6796875,58560.12109375,57886.60546875,58293.69921875,46211.4453125,62802.2890625,57658.0625,54058.36328125,54484.6015625
2,5,7,343.980430152,313.12521324798,373.97604646398,82.06513,67051.6171875,[C5H8N]+,C5H7N_M+H,16231.4365234375,24345.966796875,35357.8515625,20640.71484375,18506.796875,17671.568359375,30243.900390625,21504.4453125,25454.0078125,23646.478515625,34896.15625,25597.458984375,20317.248046875,28081.455078125,28173.14453125,34422.91015625,14159.59375,26800.732421875,16707.6328125,25647.326171875,11389.908203125,25685.32421875,33839.24609375,31449.96875,33015.46484375,20436.345703125,14360.2685546875,17892.998046875,26792.59765625,29843.81640625,22862.119140625,20118.033203125,19467.69140625,28951.8359375,20912.373046875,23288.759765625,20029.40625,22133.427734375,24157.80859375,30385.806640625,33603.89453125,27467.033203125,22724.705078125,24068.3671875,20939.4765625,38063.5859375,20208.388671875,35413.13671875,21690.806640625,27608.845703125,24151.970703125,20096.216796875,34195.82421875,26336.830078125,25436.056640625,26814.455078125,18754.71875,22974.46875,17968.896484375,23876.23046875,17743.66015625,19727.724609375,18573.205078125,29676.8515625,17981.181640625,27830.09375,16482.57421875,25517.29296875,24324.05078125,23311.544921875,27284.79296875,31899.2265625,32056.912109375,26084.2890625,21546.375,17341.66015625,29239.052734375,37136.76953125,24064.771484375,31131.5703125,26306.34375,32639.728515625,31516.267578125,31723.189453125,35334.12109375,26426.884765625,21678.6953125,22097.177734375,22642.28515625,17151.396484375,17354.4453125,22513.666015625,20417.04296875,34151.26953125,29987.818359375,15291.7509765625,22998.21484375,18576.642578125,29431.4921875,20864.146484375,27486.029296875,17124.4375,16307.66796875,29207.345703125,35847.0703125,23384.28515625,24408.64453125,24042.75,22555.271484375,22222.98046875,24497.994140625,20591.634765625,35732.796875,22827.453125,16682.87890625,34236.83203125,26514.96484375,21990.369140625,27167.416015625,32065.3203125,28210.95703125,33440.1171875,19256.2265625,24877.994140625,23092.880859375,22369.888671875,27931.2421875,18743.79296875,21009.83203125,27999.83984375,24092.064453125,39751.0234375,25152.931640625,27175.638671875,19668.701171875,27904.166015625,22478.92578125,18847.474609375,27326.2578125,31361.29296875,22124.412109375,31161.37109375,21070.70703125,20676.072265625,16772.81640625,21829.923828125,15076.8095703125,17768.669921875,20973.44140625,19594.404296875,31213.310546875,16961.388671875,24925.0078125,28682.8671875,24592.37109375,22754.703125,23510.734375,32293.447265625,33182.4375,28463.6640625,24229.28515625,27215.548828125,18304.556640625,32200.353515625,22005.845703125,24400.671875,22415.453125,18484.853515625,14170.69140625,20246.54296875,23795.388671875,28655.38671875,22071.330078125,24260.14453125,34446.8203125,26423.609375,26270.88671875,33684.2578125,19527.935546875,19345.287109375,19503.869140625,22225.392578125,27571.390625,22583.826171875,29540.919921875,15883.3203125,25913.056640625,30840.771484375,24144.224609375,20687.193359375,23411.9375,21161.373046875,25316.0078125,30827.537109375,21859.501953125,25750.2734375,25217.564453125,26321.1015625,23162.658203125,20206.26171875,27578.8359375,23782.697265625,17087.443359375,25226.962890625,38007.0625,25651.875,13772.0625,24306.89453125,20752.275390625,26844.041015625,25678.90625,18634.337890625,24204.056640625,26337.3046875,20765.33203125,24439.0625,22352.583984375,27272.09375,27809.86328125,28911.224609375,19899.095703125,19961.626953125,23967.216796875,20038.359375,14922.216796875,29951.544921875,32090.138671875,21572.591796875,15657.6279296875,23801.662109375,22703.0234375,31442.89453125,20057.814453125,30055.982421875,18897.79296875,23784.791015625,19646.017578125,31263.30859375,19144.5078125,23733.33984375,27144.615234375,24847.712890625,24013.111328125,26292.57421875,25709.05859375,23304.724609375,30777.158203125,19760.388671875,28879.73828125,23953.65234375,36865.37109375,34527.5859375,32649.42578125,21249.162109375,27374.748046875,23310.455078125,15904.3720703125,16284.173828125,19674.998046875,16589.626953125,25550.7890625,17153.45703125,30908.560546875,25042.326171875,25225.158203125,24938.498046875,30043.259765625,20215.2578125,26309.220703125,34328.921875,30955.37890625,15745.91015625,22288.71484375,21236.50390625,16410.611328125,25735.44140625,26786.876953125,16535.984375,26139.0390625,16300.791015625,18911.115234375,35022.58203125,32926.90234375,18315.97265625,20093.056640625,18628.466796875,26588.7265625,23734.07421875,22180.1796875,25361.328125,23517.3203125,38722.62890625,20713.02734375,26262.3359375,25708.08203125,24572.2734375,19409.740234375,26393.404296875,23265.4140625,32678.642578125,17593.12109375,18800.171875,22425.740234375,21299.767578125,21159.072265625,33916.875,19605.244140625,25106.99609375,29111.80078125,32267.62109375,26421.58984375,25500.734375,24713.78515625,25308.736328125,23465.56640625,20567.17578125,22949.126953125,32487.474609375,19894.556640625,27294.90625,29984.841796875,12693.1591796875,35168.11328125,29357.177734375,25339.26171875,20674.890625,20862.822265625,21673.1484375,24162.30859375,25346.5390625,24906.478515625,28187.771484375,22029.7890625,17765.712890625,15081.6435546875,27221.5078125,21892.447265625,21206.93359375,23111.35546875,18560.572265625,21365.7265625,34540.62109375,24932.31640625,21482.541015625,17398.146484375,31846.306640625,19020.63671875,29062.431640625,24227.603515625,22148.982421875,27534.294921875,21156.888671875,31408.1875,25053.126953125,12978.4111328125,22451.794921875,20319.22265625,24217.109375,31185.7421875,23316.595703125,27740.080078125,21476.685546875,29362.232421875,27016.330078125,20323.3203125,17548.287109375,24352.1484375,27040.86328125,15886.20703125,19532.578125,27468.939453125,27911.0625,27477.72265625,23444.08203125,32380.41015625,19236.166015625,18354.896484375,28177.3203125,21253.12109375,27318.17578125,15763.6044921875,17252.685546875,25928.322265625,31224.134765625,24617.431640625,41260.34375,13769.4658203125,17693.11328125,21586.09765625,19046.388671875,26339.09375,28519.015625,28501.134765625,37851.72265625,22131.17578125,17969.615234375,21752.287109375,25052.232421875,28019.94140625,24895.42578125,21783.33984375,23588.56640625,21002.28515625,24630.85546875,21444.732421875,22643.744140625,29267.458984375,33638.5,23065.205078125,31374.904296875,5198.1015625,3578.78833007812,5419.4736328125,3889.9140625,24864.22265625,21473.873046875,19432.115234375,31206.205078125,22529.869140625,23379.65234375,24050.44140625,25692.591796875,23397.20703125,19960.3984375,23420.337890625,11784.41796875,20558.02734375,23894.462890625,23809.064453125,21355.984375,28075.044921875,26174.560546875,30332.841796875,25691.6328125,43208.73046875,27995.595703125,29694.025390625,25525.828125,27729.28125,28239.63671875,31142.365234375,25977.765625,21923.087890625,25101.61328125,27493.00390625,25453.46484375,29854.423828125,30428.14453125,21972.3671875,20766.1171875,20301.9375,24481.830078125,34007.5625,26702.654296875,22942.080078125,20627.1796875,18708.068359375,18536.890625,19230.953125,19118.791015625,18602.15625,24699.94140625,22995.05859375,20158.845703125,19130.296875,38268.93359375,23761.21875,25015.951171875,21309.27734375,20180.580078125,19609.603515625,25462.30078125,24354.287109375,30869.357421875,17454.046875,22235.0703125,18160.814453125
