"Qidx","SOIidx","rtmed","start","end","mass","MaxInt","formula","anot","AAA9485207","AAA9485216","AAA9485239","AAA9485258","AAA9485261","AAA9485274","AAA9485282","AAA9485295","AAA9485915","AAA9485917","AAA9485919","AAA9485921","AAA9485950","AAA9485953","AAA9485954","AAA9485967","AAA9485968","AAA9485969","AAA9485972","AAA9485973","AAA9485977","AAA9485981","AAA9485983","AAA9485989","AAA9486247","AAA9486248","AAA9486256","AAA9486260","AAA9486273","AAA9486279","AAA9486282","AAA9486283","AAA9486294","AAA9486295","AAA9487423","AAA9487435","AAA9487460","AAA9487467","AAA9487477","AAA9487603","AAA9487607","AAA9487621","AAA9487624","AAA9487626","AAA9487642","AAA9487667","AAA9487683","AAA9487684","AAA9487690","AAA9487695","AAA9487713","AAA9487717","AAA9487719","AAA9487746","AAA9487751","AAA9487902","AAA9487951","AAA9487963","AAA9487964","AAA9487986","AAA9488111","AAA9488132","AAA9488146","AAA9488149","AAA9488163","AAA9488169","AAA9488179","AAA9488193","AAA9516105","AAA9516121","AAA9516126","AAA9516138","AAA9516143","AAA9516151","AAA9516174","AAA9516184","AAA9516187","AAA9517319","AAA9517325","AAA9517349","AAA9517367","AAA9517384","AAA9517396","AAA9517534","AAA9517553","AAA9517555","AAA9517556","AAA9517582","AAA9517589","AAA9517615","AAA9517622","AAA9517643","AAA9517645","AAA9517646","AAA9517661","AAA9517676","AAA9517677","AAA9517691","AAA9517694","AAA9517901","AAA9517902","AAA9517907","AAA9517921","AAA9517926","AAA9517934","AAA9517973","AAA9517977","AAA9517985","AAA9518304","AAA9518311","AAA9518330","AAA9518335","AAA9518343","AAA9518349","AAA9518353","AAA9518356","AAA9518358","AAA9518362","AAA9518363","AAA9518375","AAA9518380","AAA9518382","AAA9518611","AAA9518631","AAA9518639","AAA9518644","AAA9518668","AAA9518675","AAA9518681","AAA9518690","AAA9518691","AAA9518703","AAA9518710","AAA9518728","AAA9518751","AAA9518752","AAA9518758","AAA9518762","AAA9518767","AAA9518769","AAA9518775","AAA9518781","AAA9518787","AAA9518794","AAA9518907","AAA9518914","AAA9518916","AAA9518921","AAA9518943","AAA9518952","AAA9518955","AAA9518981","AAA9518988","AAA9518991","AAA9519101","AAA9519114","AAA9519118","AAA9519120","AAA9519125","AAA9519136","AAA9519150","AAA9519178","AAA9519311","AAA9519317","AAA9519337","AAA9519344","AAA9519358","AAA9519386","AAA9521917","AAA9521918","AAA9521921","AAA9521922","AAA9521923","AAA9521931","AAA9521934","AAA9521951","AAA9521956","AAA9521960","AAA9521965","AAA9521972","AAA9521977","AAA9521985","AAA9522108","AAA9522113","AAA9522125","AAA9522150","AAA9522156","AAA9522168","AAA9522173","AAA9522182","AAA9522188","AAA9522307","AAA9522309","AAA9522312","AAA9522324","AAA9522327","AAA9522349","AAA9522351","AAA9522361","AAA9522389","AAA9522508","AAA9522509","AAA9522517","AAA9522526","AAA9522537","AAA9522543","AAA9522546","AAA9522550","AAA9522553","AAA9522568","AAA9522590","AAA9522820","AAA9522830","AAA9522834","AAA9522850","AAA9522851","AAA9522861","AAA9522896","AAA9523122","AAA9523129","AAA9523152","AAA9523162","AAA9523164","AAA9523168","AAA9523182","AAA9523184","AAA9523185","AAA9523189","AAA9523191","AAA9523333","AAA9523370","AAA9523375","AAA9523377","AAA9523389","AAA9523504","AAA9523509","AAA9523580","AAA9523701","AAA9523703","AAA9523712","AAA9523724","AAA9523732","AAA9523741","AAA9523752","AAA9523756","AAA9523787","AAA9523794","AAA9523796","AAA9523914","AAA9523922","AAA9523940","AAA9523957","AAA9524119","AAA9524152","AAA9524154","AAA9524174","AAA9524182","AAA9524188","AAA9524194","AAA9524309","AAA9524339","AAA9524365","AAA9524380","AAA9524519","AAA9524537","AAA9524563","AAA9524578","AAA9524579","AAA9524583","AAA9524585","AAA9524588","AAA9524705","AAA9524706","AAA9524746","AAA9524751","AAA9524759","AAA9524762","AAA9524767","AAA9524768","AAA9524775","AAA9524785","AAA9524917","AAA9524931","AAA9524967","AAA9524991","AAA9524993","AAA9525105","AAA9525119","AAA9525120","AAA9525136","AAA9525305","AAA9525315","AAA9525325","AAA9525338","AAA9525373","AAA9525383","AAA9527202","AAA9527218","AAA9527230","AAA9527249","AAA9527250","AAA9527274","AAA9527283","AAA9527284","AAA9527307","AAA9527313","AAA9527321","AAA9527337","AAA9527345","AAA9527346","AAA9527358","AAA9527379","AAA9527396","AAA9527501","AAA9527535","AAA9527543","AAA9527556","AAA9527557","AAA9527575","AAA9527585","AAA9527594","AAA9527720","AAA9527724","AAA9527751","AAA9527760","AAA9527773","AAA9527788","AAA9527793","AAA9527910","AAA9527921","AAA9527937","AAA9527938","AAA9527941","AAA9527956","AAA9528203","AAA9528213","AAA9528219","AAA9528221","AAA9528227","AAA9528251","AAA9528268","AAA9528270","AAA9528272","AAA9528279","AAA9528285","AAA9528291","AAA9528313","AAA9528321","AAA9528328","AAA9528346","AAA9528357","AAA9528371","AAA9528389","AAA9528396","AAA9528503","AAA9528509","AAA9528548","AAA9528559","AAA9528568","AAA9528723","AAA9528728","AAA9528730","AAA9528741","AAA9528750","AAA9528753","AAA9528771","AAA9528917","AAA9528919","AAA9528972","AAA9528973","AAA9528989","AAA9546613","AAA9546627","AAA9546638","AAA9546652","AAA9546655","AAA9546656","AAA9546686","AAA9546709","AAA9546715","AAA9546737","AAA9546740","AAA9546761","AAA9546762","AAA9546770","AAA9546791","AAA9546793","AAA9546930","AAA9546931","AAA9546932","AAA9546943","AAA9546950","AAA9546955","AAA9546974","AAA9547107","AAA9547115","AAA9547118","AAA9547119","AAA9547122","AAA9547163","AAA9547182","AAA9547185","AAA9547187","AAA9547502","AAA9547540","AAA9547541","AAA9547555","AAA9547571","AAA9547589","AAA9547591","Bf_1","Bf_2","Bi_1","Bi_2","PD11054001S","PD12012101S","PD12050201S","PD12055101S","PD12071401S","PD12090501S","PD13021901S","PD13022201S","PD13028901S","PD13031201S","PD13032001S","PD13045701S","PD13056501S","PD13067901S","PD13068201S","PD13111801S","PD14066301S","PD15016201S","QC_00","QC_01","QC_02","QC_03","QC_04","QC_05","QC_06","QC_07","QC_08","QC_09","QC_10","QC_11","QC_12","QC_13","QC_14","QC_15","QC_16","QC_17","QC_18","QC_19","QC_20","QC_21","QC_22","QC_23","QC_24","QC_25","QC_26","QC_27","QC_28","QC_29","QC_30","QC_31","QC_32","QC_33","QC_34","QC_35","QC_36","QC_37","QC_38","QC_39","QC_40","QC_41","QC_42","QC_43","QC_44"
1,1,60.544228512,45,72.5,81.06988,160840.953125,"[C6H9]+","C6H8_M+H",279488.53125,247458.015625,99304.359375,119563.796875,191762.1875,208359.578125,148588.34375,188311.34375,196161.765625,219770.5625,105477.7421875,181263.8125,182664.390625,191488.640625,155105.078125,146702.828125,124087.953125,211877.78125,175670.109375,229980.6875,199927.59375,103734.0234375,277713.21875,174749.5,121411.7890625,206354.375,105341.171875,189343.078125,150225.21875,210910.703125,258132.28125,190048.25,146603.65625,163192.640625,151570.75,120148.390625,173599.28125,490624.46875,277508.25,141896.65625,177492.8125,223293.125,227348.625,198373.625,192792.25,185917.203125,174387.453125,75937.6796875,141322.046875,162800.984375,135919.90625,189149.953125,125765,178257.015625,181275.578125,203811.203125,193986.609375,190179.0625,134307.96875,199968.25,166288.328125,207792.53125,141454.015625,178190.125,182250.90625,176112.40625,129375.5390625,168925.15625,240730.09375,241349,180569.78125,108852.0703125,214615.953125,101109.2578125,186811.359375,192095.359375,233923.03125,154038.484375,134191.53125,181581.78125,216429.34375,202221.421875,221259.84375,110850.984375,125772.3125,182430.078125,124329.953125,211425.96875,174750.140625,215708.828125,227221.78125,150257.046875,191914.78125,157420.9375,130742.46875,101963.5078125,198247.671875,130335.9453125,177267.328125,155898.75,161029.640625,205321.9375,161900.359375,246536.453125,206546.078125,244070,207896.1875,98383.8671875,121715.7734375,139581.34375,147417.0625,156746.359375,186233.40625,208743.640625,186979.828125,216544.75,143528.4375,199027.46875,223501.296875,162414.140625,99282.3984375,128380.2265625,207616.046875,191804.96875,160590.953125,156306.546875,193201.765625,187828.484375,176714.203125,205945.59375,174442.75,231177.90625,216439.671875,165648.78125,145460.609375,203425.15625,171332.296875,195760.984375,203569.421875,126389.3828125,198522.234375,212812.734375,113733.421875,150392.53125,185891.609375,160772.609375,162935.578125,156987.15625,191197.265625,223706.390625,117366.765625,138201.796875,141464.171875,215599.09375,102424.875,221843.671875,271951.15625,139357,156373.078125,210483.4375,158367.265625,177234.0625,226639.765625,187750.265625,152177.625,164483.140625,232807.859375,116438.6171875,214285.796875,196906.34375,170155.515625,230377.265625,234715.75,208277.828125,111910.84375,194783.171875,211095.203125,132118.265625,250013.78125,125299.6171875,81238.8671875,186579.078125,61328.9453125,166116.46875,215632.96875,159578.953125,185373.8125,178920.640625,210990.296875,168885.46875,221432.953125,41572.5859375,170603.25,230043.40625,136906.46875,255586.890625,213980.34375,102692.8984375,152330.140625,253177.125,202375.375,198527.59375,141811.96875,147848.25,143441.859375,161099.90625,110131.03125,134403.5625,90392.9765625,154429.296875,219064.765625,247028.40625,133911.25,190330.28125,138630.078125,184442.359375,258678.375,184976.734375,176989.546875,110148.5546875,59216.6328125,182212.5625,160578.046875,143685.109375,214994,174398.96875,243241.96875,203640.046875,215127.828125,158771.859375,159902.15625,194284.28125,192434.078125,132408.234375,183605.9375,193713.375,141375.453125,249346.109375,227067.828125,172928.84375,140905.640625,180714.296875,249367.609375,190388.765625,196843.671875,79601.046875,187729.578125,155349.09375,166958.234375,154767.140625,178869.96875,195637.3125,149376.640625,194909.015625,163238.25,188342.59375,195323.1875,170567.921875,248138.21875,210608.84375,125475.3515625,210566.828125,171170.9375,232297.78125,167029.25,215888.453125,291946.625,120773.3671875,200581.34375,250725.53125,138087.921875,209308,216610.59375,192654.90625,194915.203125,142088.296875,155678.609375,178705.703125,168438.5,163912.625,193745.4375,67009.8203125,206638.46875,185493.984375,202554.578125,143881.40625,200506.59375,128655.265625,166248.609375,210421.703125,190200.875,110349.34375,212842.765625,178045.71875,231454.28125,227181.25,133486.171875,247131.25,280806.71875,193618.359375,158615.90625,251747.078125,97768.640625,111276.0703125,152395.640625,137617.859375,242432.125,201225.515625,144311.828125,263105.75,149572.359375,164597.0625,194933.703125,123459.78125,170355.96875,220000.765625,187866.796875,162879.78125,192707.890625,113836.2265625,206000.859375,144308.5,223898.40625,172756.109375,160911.03125,186591.296875,133052.125,197531.515625,203220.375,209218.265625,253038.984375,198513.125,163445.328125,252965.28125,221345.8125,175983.328125,211260.65625,167328.59375,188033.5625,161307.46875,168744.625,127701.109375,219559.796875,189842,148997.21875,149298.890625,111849.8515625,214656.90625,183555.921875,223137.96875,203659.765625,175257.921875,157014.375,201051.640625,197682.78125,161756.890625,174985.125,197518.203125,120438.203125,136576.234375,218710.53125,223711.140625,181106.484375,209877,146913.5625,207251.796875,118206.609375,191066,186742.6875,132038.859375,127317.59375,131949.015625,206851.28125,181183.1875,196120.359375,112290.984375,226333.453125,216930.734375,206895.65625,161150.953125,184178.625,222875.84375,135466.09375,205796.96875,200649.40625,140780.671875,190192.21875,190839.546875,200540.546875,174651.953125,204624.75,234793.796875,204658,147853.484375,117681.5390625,155412.421875,228908.984375,178158.703125,178751.53125,226777.46875,147954.21875,82511.3125,187818.625,101154.9296875,126206.5,234217.109375,154012.953125,209902.9375,156952.515625,210501.875,97091.484375,128581.6875,22633.375,52298.60546875,133885.8125,194139.796875,172589.765625,261180.296875,183711.515625,138138.84375,235938.5625,248902.609375,146516.1875,167001.15625,224928.296875,189984.78125,183689.984375,153065.828125,133419.53125,197614.859375,214254.046875,151489.421875,81024.265625,94918.84375,149640.53125,138221.703125,96991.0859375,130696.4453125,138277.484375,132350.25,160840.953125,131801.84375,139149.15625,125385.59375,169618.171875,144937.78125,166022.703125,171856,188096.796875,196508.65625,143995.5,163223.078125,184275.265625,165766.1875,178839.984375,195993.109375,159767.421875,193427.953125,165374.203125,174990.28125,157866.34375,138899.109375,220309.25,212783.6875,187138.28125,148336.46875,159567.390625,142100.734375,129631.1484375,110443.421875,157871.0625,535311.375,334133.65625,339973.34375,317506.1875,294083.34375,234717.265625
2,4,172.56798831201,161.43927803202,191.635461075204,82.05255,98153.546875,"[C4H6N2]+","C4H5N2_M+H",73170.34375,86581.6484375,93201.1953125,72692.3203125,64645.01953125,96055.8125,68269.203125,63123.875,63744.34375,81193.1796875,66441.6640625,57641.28125,62462.19921875,77681.203125,80840.8828125,76870.671875,70942.140625,55618.265625,51034.3671875,64883.03515625,71570.2421875,71984.140625,58061.69921875,66745.9375,81932.703125,71782.390625,58714.02734375,66249.71875,73373.5546875,72863.09375,8107.3544921875,78971.390625,73576.6171875,79829.8984375,76757.3046875,74716.1171875,61653.2890625,83283.8359375,63071.08984375,84197.734375,71717.1484375,72189.15625,75371.9765625,70235.09375,79396.1796875,89812.96875,76884.9296875,94598.6015625,84479.34375,103675.640625,68480.921875,77060.84375,83893.0859375,70387.8203125,77842.3515625,85038.625,58921.5390625,67437.9375,61062.15234375,93021,74084.9765625,77637.9375,78315.40625,68016.78125,64976.11328125,89418.921875,77851.6796875,86771.1953125,75511.984375,71290.875,57830.72265625,73276.34375,71882.3984375,89434.453125,30566.08984375,75961.0546875,85653.5078125,93922.4921875,80535.7578125,71579.4296875,74686.296875,92599.625,98220.484375,84157.515625,88855.3515625,80260.453125,68125.015625,70748.7734375,83879.0078125,64796.30078125,77518.5703125,66031.1640625,59659.2890625,82900.1015625,62900.4921875,87628.828125,92785.4140625,92409.4375,80870.25,69311.734375,106956.296875,81642.0859375,66396.015625,72954.140625,81120.5234375,72225.3671875,60195.1171875,103664.1640625,64150.4140625,80029.890625,89970.96875,113359.6171875,99578.5234375,70917.7421875,80523.8828125,118734.6953125,92282.71875,60204.875,79032.1328125,92943.78125,108968.03125,77669.3515625,77142.625,61774.4921875,87206.578125,65889.59375,84136.0625,59649.140625,69566.0234375,84049.3203125,73620.109375,61590.04296875,82057.2265625,72595.328125,66315.625,98168.5859375,87835.46875,67733.875,76178.96875,71423.5,80409.4921875,77088.8828125,68738.234375,70283.0078125,76977.1484375,66620.6875,76267.0859375,69323.609375,91192.53125,72375.2265625,61934.8046875,75827.3984375,82240.0625,73425.140625,80986.1875,84421.7265625,95658.28125,60212.203125,76892.984375,75270.0078125,72269.53125,61746.36328125,74558.6328125,81590.4375,77544.875,67406.078125,100968.65625,70739.1328125,71070.1796875,71569.1640625,62562.82421875,64468.5234375,73458.671875,59508.15234375,64887.375,77963.7734375,65934.3359375,88592.953125,82371.8671875,89495.890625,65400.19140625,82260.171875,84874.703125,103128.375,88968.578125,71996.9375,92694.9296875,74775.171875,72103.265625,82408.2265625,69999.6953125,60822.171875,56829.87109375,84668.1328125,63989.87890625,73821.84375,73297.1875,73241.6328125,69325.390625,76162.640625,62503.71875,76063.84375,63746.9296875,77639.6171875,62027.00390625,74922.546875,76074.6328125,66107.4921875,87321.484375,63775.3828125,65083.84375,72045.5078125,69601.2265625,98579.1953125,72222.8359375,67095.296875,75759.078125,74912.9296875,75151.4921875,67379.296875,58538.2265625,75688.7734375,78179.3671875,71823.265625,72593.046875,70675.390625,70342.734375,92678.453125,78599.6953125,84763.0625,61397.73046875,83951.953125,63386.390625,71065.8359375,66551.9296875,75309.515625,68319.5,83285.015625,76478.1953125,67752.5078125,75570.0703125,75698.6875,68476.0703125,74053.515625,75362.90625,79364.7734375,81222.671875,102998.7578125,79722.6171875,65925.9140625,72076.6875,70513.1328125,117215.3046875,72267.9453125,77712.0859375,90888.7421875,79756.9140625,79628.9296875,72626.953125,80380.8984375,79587.7890625,75504.796875,75264.0859375,72812.5390625,75629.4375,77016.8828125,116635.3671875,73274.5703125,74161.046875,73974.53125,82013.578125,76391.59375,84881.1953125,76264.25,70438.234375,76742.2578125,73658.28125,65630.65625,79006.0859375,93421.5078125,62611.9921875,58374.43359375,74492.015625,80227.765625,76256.3359375,78541.390625,71060.0546875,77709.0703125,73139.9921875,6933.68603515625,68695.125,94051.0625,76272.3984375,82629.7734375,83037.8671875,67253.3984375,89745.6875,93608.2734375,74474.671875,84770.1796875,75160.9140625,68221.359375,74565.3359375,83325.8984375,81952.9609375,83643.5703125,72155.0234375,78161.078125,86423.828125,94969.296875,55922.2109375,78701.5546875,79992.03125,67202.8203125,94808.3671875,58012.91796875,76805.7109375,96110.1171875,73303.5625,85928.7578125,69423.6875,80049.5546875,72030.3359375,65274.55859375,79786.15625,74899.2734375,71674.5390625,76255.578125,73523.25,84509.5859375,66987.09375,79888.578125,78070.6796875,69935.4375,110713.5,80803.125,72095.484375,67937.546875,70488.4140625,80968.3671875,84449.8046875,105773.4375,88189.109375,70901.703125,65910.875,81577.078125,78762.7109375,76628.203125,74854.6796875,95483.4453125,76443.890625,60869.87890625,69491.6796875,75801.2890625,70622.9453125,79368.34375,79707.484375,58318.9765625,68196.8046875,72337.7578125,65270.42578125,92107.328125,92101.6796875,72379.5234375,59946.4765625,67321.3515625,72368.6328125,71671.984375,68094.3828125,59628.23046875,82638.625,68916.90625,87410.4921875,65210.03125,72573.0546875,63310.89453125,62614.79296875,77218.25,74920.09375,75961.375,81862.3046875,62600.60546875,65960.2578125,72112.8203125,81755.1015625,7101.41357421875,61884.48828125,71929.5,63749.57421875,72332.375,93092.5234375,66630.6484375,82659.6015625,115135.75,72384.7109375,68524.59375,69897.09375,71215.0703125,79204.3828125,67697.2734375,85401.015625,78042.1328125,74043.890625,82320.2109375,69859.421875,67241.0625,74765.1953125,79561.5546875,78505.7578125,75979.890625,6847.3251953125,6700.84423828125,6273.60546875,6202.8505859375,62788.84375,61886.453125,73040.265625,75409.9375,65016.34765625,78687.5390625,78419.7109375,7589.087890625,76578.625,83245.9921875,60076.8984375,55564.16015625,68444.7421875,85931.609375,63298.7109375,63892.3671875,87247.7734375,63860.95703125,102692.984375,8084.44482421875,97890.125,98954.8671875,90631.5234375,112033.2578125,106127.6328125,98153.546875,93122.6796875,82318.546875,74849.3046875,75539.078125,68841.421875,78804.578125,76693.203125,73374.8671875,71730.578125,77813.25,71145.4375,73262.2421875,77382.3125,69414.2421875,64703.23046875,67006.546875,71566.3203125,6270.5244140625,64179.83203125,63225.33984375,64531.1796875,64065.97265625,74016.2421875,76517.2734375,77380.28125,71786.0078125,79215.1640625,72917.3984375,73738.8125,65597.875,78216.859375,70257.375,73489.2421875,60233.6953125,70798.3125,69802.515625,74212.203125
3,6,143.225298912,116.95349982402,165.260224608,82.05255,134492.109375,"[C4H6N2]+","C4H5N2_M+H",106222.96875,132690.734375,152236.84375,113827.7734375,115821.4453125,133055.90625,105666.0234375,102105.3359375,107831.671875,135464.4375,103022.8125,97362.765625,105029.9921875,117991.9375,122666.515625,125041.7421875,112226.6015625,116318.2734375,108317.453125,96680.078125,104043.8046875,105862.9921875,96485.71875,124971.5234375,143097.671875,117300.15625,93318.3046875,114257.421875,134618.59375,114074.8046875,125758.2421875,119488.0390625,127436.78125,129895.984375,128491.2890625,127838.1640625,102780.171875,116076.03125,127566.8046875,122656.7265625,127023.1953125,123708.7890625,129552.1015625,111612.546875,125358.203125,149510.609375,129521.6015625,146651.328125,123738.8671875,161375.6875,132070.5,121669.625,116406.5625,111811.1484375,127233.6875,135246.125,111493.8828125,111079.515625,93923.390625,132295.5,137180.328125,121266.53125,133697.484375,118825.71875,99442.6328125,124893.5546875,128806.7734375,150631.984375,130453.1796875,107067.5703125,106064.1171875,133579.578125,129232.6875,140785.875,53981.12890625,104256.859375,132097.5625,129924.1015625,131817.3125,102402.109375,107332.859375,143371.328125,141654.265625,112661.25,133411.46875,128679.015625,125681.7109375,109358.375,132228.703125,111505.59375,141104.203125,104962.7734375,103495.7734375,129501.9296875,112732.515625,131139.6875,140831.65625,129329,119153.6015625,119735.3125,170689.984375,126731.5546875,118922.5078125,117285.375,139996.234375,116625.3515625,105772.6953125,152492.265625,100573.5703125,122948.390625,159239,161675.9375,153799.5,118681.46875,113276.703125,202322.6875,142275.703125,117021.9296875,110582.9375,130459.1015625,185223.1875,144878.125,134750.734375,133487.09375,146080.671875,131074.15625,137191.59375,103268.4921875,112800.4296875,142295.015625,122402.078125,98365.2734375,115776.390625,116820.71875,115394.71875,135720.203125,140254.296875,104283.6796875,117508.9765625,105220.1171875,128305.0859375,124158.9375,140302.46875,118874.15625,136303.796875,115404.8828125,94170,112556.1171875,121359.375,116881.296875,126749.609375,117360.734375,116590.4921875,120205.09375,134512.15625,129106.8828125,142728.359375,122808.375,136486.9375,122782.3046875,129759.1015625,107759.59375,125503.75,124568.6796875,137248.625,149046.859375,145778.453125,112247.40625,102551.546875,125734.984375,110023.515625,102350.4140625,116852.2734375,93047.234375,104286.703125,123582.1875,125837.984375,151706,117824.34375,155694.453125,115551.8046875,139247.046875,115059.0546875,145715.265625,114253.1953125,124596.7578125,143210.125,110721.2890625,107572.09375,138405.828125,105942.8515625,96975.3515625,110529.71875,130407.8984375,113960.0390625,108538.8359375,122632.71875,112068.8046875,124287.0078125,132659.140625,116732.59375,118771.4609375,108243.546875,121440,119278.828125,125832.5859375,115732.7734375,92308.8125,147046.703125,98374.984375,104246.1484375,112764.2890625,119458.4765625,136191.671875,114838.0078125,110673.1796875,128693.734375,131222.75,114387.65625,139292.703125,106055.109375,127803.5859375,99226.375,134724.390625,110662.5625,99679.2109375,114920.4140625,144628.921875,123093.9921875,122887.5078125,101187.6484375,132991.390625,101681.6015625,115224.859375,106091.0859375,125718.234375,119294.21875,133682.859375,121807.5859375,125101.53125,109298.0234375,111040.1015625,107542.6328125,114922.84375,152111.296875,112538.2734375,131654.65625,144181.75,120894.0859375,112196.796875,127426.359375,117288.015625,175674.1875,122981.390625,112458.4921875,136227.90625,140505.90625,120795.3125,113065.8828125,125970.296875,120261.8671875,113066.7734375,121238.1171875,125940.328125,120376.265625,120546.5234375,167424.484375,121689.0078125,133628.359375,135327.046875,118759.859375,132635.734375,120816.953125,124471.5625,110069.0078125,113304.6875,112307.1171875,122792.9453125,124076.4296875,129115.7421875,121679.1875,83371.625,125558.421875,128113.2890625,133596.3125,131980.03125,128240.046875,110024.4140625,121136.9765625,135649.171875,132208.734375,124500.3203125,112103.0234375,125812.1015625,137350.046875,96132.375,121593.2734375,143627.78125,120088.65625,116638.7421875,141251.015625,119923.0078125,126435.7109375,136004.109375,115433.7890625,131241.28125,105616.3984375,115807.1015625,134496.90625,160749.78125,96918.2265625,129265.3984375,133694.03125,102117.984375,156012.140625,87422.609375,129796.28125,139349.578125,119939.5625,132722.140625,128867.234375,113471.015625,114085.40625,114348.59375,110972.140625,128113.9921875,112850.203125,120888.71875,123149.1640625,137556.5625,134589.203125,123173.5390625,121432.1171875,118666.7265625,148760.8125,137323.796875,126564.09375,100508.515625,116430.7265625,120842.9453125,119423.40625,126524.9921875,140889.796875,121139.8984375,109876.265625,124987.578125,124022.8828125,105969.890625,129597.78125,150354.140625,117043.765625,104175.421875,107693.5390625,123496.453125,114077.25,134911.71875,116921.4375,102875.5,110266.6640625,113954.890625,132421.40625,149450.171875,157598.0625,114534.0859375,100066.1953125,124265.546875,127891.171875,127204.53125,122167.40625,101849.59375,124999.4921875,114473,125355.15625,119443.421875,115226.0546875,104147.40625,104743.015625,119520.9140625,108783.5546875,121000.390625,135739.015625,107694.5078125,103787.578125,120232.328125,124146.34375,115632.5625,104091.25,95253.8984375,92700.78125,126663.09375,142427.65625,100476.65625,109130.0078125,163356.640625,114409.1796875,100836.4765625,127200.0390625,102788.0546875,120526.546875,112740.828125,120202.0859375,126688.390625,131808.4375,117400.84375,112200.3359375,122331.9609375,106413.4296875,119488.625,124793.765625,119579.2890625,8152.75732421875,7281.22509765625,7182.1484375,6792.515625,104973.5390625,98822.8984375,126627.703125,121233.171875,119921.6015625,124217.0703125,128153.8828125,110055.8515625,123642.9296875,123319.375,103528.2109375,102466.03125,107099.5078125,127716.9375,114396.84375,102257.796875,127267.453125,100944.171875,139841.625,138101.125,136065.546875,138847.859375,127311.53125,137872.96875,131898.25,128669.0703125,133163.546875,110749.7890625,116226.5546875,117713.484375,114429.2578125,118470.0234375,140456.875,110217.625,108439.1953125,116243.703125,110100.9296875,114278.171875,113115.125,109244.3359375,140291.828125,114218.453125,108173.09375,106323.5703125,113706.8203125,116124.46875,105700.671875,103519.3671875,122688.6328125,127412.1328125,132506.578125,136312.15625,131491.734375,117823.6015625,122279.5,120513.5078125,119803.421875,114791.90625,124753.7890625,128157.015625,115411.75,133331.28125,124152.578125
